"source_path","file_name","classification","proposed_destination","requires_split","dependencies","risk","priority","evidence_summary"
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\architecture\PE_17_PA01E_COMMUNICATION_GUARDRAILS_EFFECTIVENESS_AUDIT.md","PE_17_PA01E_COMMUNICATION_GUARDRAILS_EFFECTIVENESS_AUDIT.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/architecture/PE_15_PA01E_COMMUNICATION_GUARDRAILS_AUDIT.md; docs/architecture/PE_16_PA01E_COMMUNICATION_GUARDRAILS_IMPLEMENTATION.md","BAIXO PARA O FRAMEWORK: perda de contexto ocorreria apenas se o artefato da instancia fosse migrado isoladamente.","P3","Titulo/conteudo: 'PE-17 — Auditoria de Efetividade dos Guardrails de Comunicação da PA-01E'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\architecture\PE_22_WAVE_B_ELIGIBILITY_AUDIT.md","PE_22_WAVE_B_ELIGIBILITY_AUDIT.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/governance/PROJECT_CONSTITUTION.md; docs/governance/PAC_CONSTITUTION.md; docs/pac/PAC_14_PROJECT_EVOLUTION_PLAN.md; docs/pac/PE_01_IMPLEMENTATION_EXECUTION_STRATEGY.md; docs/history/HISTORY.md; docs/roadmap/ROADMAP.md; e mais 7 referencias no proprio arquivo.","BAIXO PARA O FRAMEWORK: perda de contexto ocorreria apenas se o artefato da instancia fosse migrado isoladamente.","P3","Titulo/conteudo: 'GP-PE-22 - Auditoria De Elegibilidade Da Onda B'; referencias verificadas: ICFACTORY=6, PROTEUS/CASE-01=6. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\architecture\PE_23_TECHNICAL_ASSET_INVENTORY.md","PE_23_TECHNICAL_ASSET_INVENTORY.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/architecture/PE_05_PA01A_IMPLEMENTATION_AUDIT.md; docs/architecture/PE_08_PA01B_POST_IMPLEMENTATION_AUDIT.md; docs/architecture/PE_11_PA01C_POST_IMPLEMENTATION_AUDIT.md; docs/architecture/PE_14_PA01D_POST_IMPLEMENTATION_AUDIT.md; docs/pac/PAC_12A_FINAL_COLLECTION_AUDIT.md; docs/history/HISTORY.md; e mais 11 referencias no proprio arquivo.","BAIXO PARA O FRAMEWORK: perda de contexto ocorreria apenas se o artefato da instancia fosse migrado isoladamente.","P3","Titulo/conteudo: 'GP-PE-23 - Inventario E Classificacao Do Acervo Tecnico Do PROTEUS'; referencias verificadas: ICFACTORY=2, PROTEUS/CASE-01=26. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\architecture\PE_24_PATRIMONIAL_PROMOTION_PLAN.md","PE_24_PATRIMONIAL_PROMOTION_PLAN.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/architecture/PE_22_WAVE_B_ELIGIBILITY_AUDIT.md; docs/architecture/PE_23_TECHNICAL_ASSET_INVENTORY.md; docs/history/HISTORY.md; docs/roadmap/ROADMAP.md","BAIXO PARA O FRAMEWORK: perda de contexto ocorreria apenas se o artefato da instancia fosse migrado isoladamente.","P3","Titulo/conteudo: 'GP-PE-24 - Plano Oficial De Promocao Patrimonial Do Acervo Tecnico'; referencias verificadas: ICFACTORY=5, PROTEUS/CASE-01=0. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\architecture\PE_25_LOT01_PROMOTION_EXECUTION.md","PE_25_LOT01_PROMOTION_EXECUTION.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/architecture/PE_22_WAVE_B_ELIGIBILITY_AUDIT.md; docs/architecture/PE_23_TECHNICAL_ASSET_INVENTORY.md; docs/architecture/PE_24_PATRIMONIAL_PROMOTION_PLAN.md; docs/history/HISTORY.md; docs/roadmap/ROADMAP.md","BAIXO PARA O FRAMEWORK: perda de contexto ocorreria apenas se o artefato da instancia fosse migrado isoladamente.","P3","Titulo/conteudo: 'GP-PE-25 — Execucao Do Lote 01 De Promocao Patrimonial'; referencias verificadas: ICFACTORY=2, PROTEUS/CASE-01=0. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\branding\BRAND_GUIDELINES.md","BRAND_GUIDELINES.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/branding/COLOR_PALETTE.md; docs/branding/TYPOGRAPHY.md; docs/branding/LOGO_USAGE.md; docs/branding/APPLICATIONS.md; docs/research/DISCOVERY_CATALOG.md","BAIXO PARA O FRAMEWORK: perda de contexto ocorreria apenas se o artefato da instancia fosse migrado isoladamente.","P3","Titulo/conteudo: 'Manual Oficial De Identidade Visual Do PROTEUS'; referencias verificadas: ICFACTORY=3, PROTEUS/CASE-01=29. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\domain\GP_D01A_MONITORING_PROJECT_DOMAIN_AUDIT.md","GP_D01A_MONITORING_PROJECT_DOMAIN_AUDIT.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/governance/PROJECT_CONSTITUTION.md; docs/architecture/CASE01_GLOBAL_ARCHITECTURE_AUDIT.md; docs/architecture/INTEGRATION_AUDIT_REPORT.md; docs/research/GP_R02_VALUE_PROGRESSION_AUDIT.md; docs/research/GP_R03_EXECUTIVE_CONTEXT_AUDIT.md; docs/history/HISTORY.md; e mais 1 referencias no proprio arquivo.","BAIXO PARA O FRAMEWORK: perda de contexto ocorreria apenas se o artefato da instancia fosse migrado isoladamente.","P3","Titulo/conteudo: 'GP-D01A - Auditoria do Modelo de Projeto de Monitoramento'; referencias verificadas: ICFACTORY=1, PROTEUS/CASE-01=1. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\domain\GP_D01C_PERSISTENCE_STRATEGY_AUDIT.md","GP_D01C_PERSISTENCE_STRATEGY_AUDIT.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","Nenhuma dependencia documental explicita localizada no arquivo.","ALTO: arquivo fora do HEAD; preservar hash, contexto e cadeia de autoridade antes de qualquer copia.","P3","Titulo/conteudo: 'GP-D01C-A - Auditoria da Estrategia de Persistencia Medicao -> Projeto'; referencias verificadas: ICFACTORY=1, PROTEUS/CASE-01=1. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\domain\GP_D03A_MONITORING_PROJECT_LIFECYCLE_AUDIT.md","GP_D03A_MONITORING_PROJECT_LIFECYCLE_AUDIT.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/architecture/CASE01_GLOBAL_ARCHITECTURE_AUDIT.md; docs/architecture/INTEGRATION_AUDIT_REPORT.md; docs/domain/GP_D01A_MONITORING_PROJECT_DOMAIN_AUDIT.md; docs/domain/GP_D01C_PERSISTENCE_STRATEGY_AUDIT.md; docs/domain/GP_D02A_OPERATIONAL_CONTEXT_AUDIT.md; docs/research/DISCOVERY_CATALOG.md","BAIXO PARA O FRAMEWORK: perda de contexto ocorreria apenas se o artefato da instancia fosse migrado isoladamente.","P3","Titulo/conteudo: 'GP-D03A - Auditoria do Ciclo de Vida do Projeto de Monitoramento'; referencias verificadas: ICFACTORY=1, PROTEUS/CASE-01=6. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\domain\GP_D03B_LIFECYCLE_REMARKS_AUDIT.md","GP_D03B_LIFECYCLE_REMARKS_AUDIT.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/research/DISCOVERY_CATALOG.md","BAIXO PARA O FRAMEWORK: perda de contexto ocorreria apenas se o artefato da instancia fosse migrado isoladamente.","P3","Titulo/conteudo: 'GP-D03B - Auditoria Das Ressalvas Do Ciclo De Vida'; referencias verificadas: ICFACTORY=1, PROTEUS/CASE-01=5. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\domain\GP_D03C_LIFECYCLE_REMARKS_PRIORITY.md","GP_D03C_LIFECYCLE_REMARKS_PRIORITY.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/domain/GP_D03B_LIFECYCLE_REMARKS_AUDIT.md; docs/research/DISCOVERY_CATALOG.md","BAIXO PARA O FRAMEWORK: perda de contexto ocorreria apenas se o artefato da instancia fosse migrado isoladamente.","P3","Titulo/conteudo: 'GP-D03C - Priorizacao Das Ressalvas Do Ciclo De Vida'; referencias verificadas: ICFACTORY=1, PROTEUS/CASE-01=4. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\domain\GP_D07A_PROJECT_INSTITUTIONAL_EVENTS_AUDIT.md","GP_D07A_PROJECT_INSTITUTIONAL_EVENTS_AUDIT.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/research/DISCOVERY_CATALOG.md","BAIXO PARA O FRAMEWORK: perda de contexto ocorreria apenas se o artefato da instancia fosse migrado isoladamente.","P3","Titulo/conteudo: 'GP-D07A - Auditoria Dos Eventos Institucionais Do Projeto'; referencias verificadas: ICFACTORY=5, PROTEUS/CASE-01=0. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\domain\GP_D08A_PROJECT_OBJECTIVES_RESULTS_AUDIT.md","GP_D08A_PROJECT_OBJECTIVES_RESULTS_AUDIT.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/research/DISCOVERY_CATALOG.md","BAIXO PARA O FRAMEWORK: perda de contexto ocorreria apenas se o artefato da instancia fosse migrado isoladamente.","P3","Titulo/conteudo: 'GP-D08A - Auditoria Dos Objetivos E Resultados Do Projeto'; referencias verificadas: ICFACTORY=5, PROTEUS/CASE-01=0. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\domain\GP_D09A_PROJECT_DOMAIN_SATURATION_AUDIT.md","GP_D09A_PROJECT_DOMAIN_SATURATION_AUDIT.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/research/DISCOVERY_CATALOG.md","BAIXO PARA O FRAMEWORK: perda de contexto ocorreria apenas se o artefato da instancia fosse migrado isoladamente.","P3","Titulo/conteudo: 'GP-D09A - Auditoria De Saturacao Do Dominio Do Projeto'; referencias verificadas: ICFACTORY=4, PROTEUS/CASE-01=6. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\domain\GP_D10A_PROJECT_INSTANCE_AUDIT.md","GP_D10A_PROJECT_INSTANCE_AUDIT.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/research/DISCOVERY_CATALOG.md","BAIXO PARA O FRAMEWORK: perda de contexto ocorreria apenas se o artefato da instancia fosse migrado isoladamente.","P3","Titulo/conteudo: 'GP-D10A - Auditoria Das Instancias Do Dominio Projeto'; referencias verificadas: ICFACTORY=4, PROTEUS/CASE-01=6. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\governance\PAC_CONSTITUTION.md","PAC_CONSTITUTION.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/governance/PAC_CONSTITUTION.md","NO","Constituicao e Lexico Constitucional do ICFACTORY (referenciados; arquivos nao localizados)","ALTO: arquivo fora do HEAD; preservar hash, contexto e cadeia de autoridade antes de qualquer copia.","P0","Titulo/conteudo: 'CONSTITUICAO DO PROGRAMA DE AVALIACAO CRUZADA'; referencias verificadas: ICFACTORY=13, PROTEUS/CASE-01=0. Define programa aplicavel a projetos ICFACTORY, papeis, ciclo, classificacoes e integracao; nao identifica dominio PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\governance\PROJECT_CONSTITUTION.md","PROJECT_CONSTITUTION.md","HÍBRIDO","A DEFINIR apos divisao; candidato universal a ser extraido para area equivalente a docs/governance/PROJECT_CONSTITUTION.md","YES","Constituicao do ICFACTORY (referenciada; arquivo nao localizado)","ALTO: copia integral contaminaria o framework; extracao sem dependencias perderia contexto.","P2","Titulo/conteudo: 'CONSTITUIÇÃO DO PROJETO'; referencias verificadas: ICFACTORY=3, PROTEUS/CASE-01=2. Combina principios atribuidos a Constituicao ICFACTORY com nome, responsavel, dominio, missao e criterios do projeto de agua."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\history\HISTORY.md","HISTORY.md","HÍBRIDO","A DEFINIR apos divisao; candidato universal a ser extraido para area equivalente a docs/history/HISTORY.md","YES","docs/research/PHASE_I_CONSOLIDATED_REPORT.md; docs/research/GIT_PENDING_STATE_AUDIT.md; docs/research/OEG_GIT_04_PUSH_AUTHORIZATION_AUDIT.md; docs/research/OEG_GIT_05_PUSH_EXECUTION_REPORT.md; docs/history/HISTORY.md; docs/roadmap/ROADMAP.md; e mais 127 referencias no proprio arquivo.","ALTO: copia integral contaminaria o framework; extracao sem dependencias perderia contexto.","P2","Titulo/conteudo: 'HISTORY'; referencias verificadas: ICFACTORY=51, PROTEUS/CASE-01=137. Agrega registros metodologicos ICFACTORY e cronologia/planejamento operacional do PROTEUS no mesmo arquivo."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\institutional\INSTITUTIONAL_PRESENTATION.md","INSTITUTIONAL_PRESENTATION.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","Nenhuma dependencia documental explicita localizada no arquivo.","BAIXO PARA O FRAMEWORK: perda de contexto ocorreria apenas se o artefato da instancia fosse migrado isoladamente.","P3","Titulo/conteudo: 'Apresentacao Institucional Do PROTEUS'; referencias verificadas: ICFACTORY=2, PROTEUS/CASE-01=9. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\institutional\ONE_PAGE.md","ONE_PAGE.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","Nenhuma dependencia documental explicita localizada no arquivo.","BAIXO PARA O FRAMEWORK: perda de contexto ocorreria apenas se o artefato da instancia fosse migrado isoladamente.","P3","Titulo/conteudo: 'PROTEUS - One Page Institucional'; referencias verificadas: ICFACTORY=1, PROTEUS/CASE-01=3. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\institutional\TECHNICAL_DATASHEET.md","TECHNICAL_DATASHEET.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","Nenhuma dependencia documental explicita localizada no arquivo.","BAIXO PARA O FRAMEWORK: perda de contexto ocorreria apenas se o artefato da instancia fosse migrado isoladamente.","P3","Titulo/conteudo: 'Ficha Tecnica Do PROTEUS'; referencias verificadas: ICFACTORY=1, PROTEUS/CASE-01=4. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\operational\OP_00_OPERATIONAL_SCOPE_BOUNDARY_AUDIT.md","OP_00_OPERATIONAL_SCOPE_BOUNDARY_AUDIT.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/research/DISCOVERY_CATALOG.md","BAIXO PARA O FRAMEWORK: perda de contexto ocorreria apenas se o artefato da instancia fosse migrado isoladamente.","P3","Titulo/conteudo: 'OP-00 - Auditoria De Delimitacao Do Escopo Operacional'; referencias verificadas: ICFACTORY=4, PROTEUS/CASE-01=47. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\operational\OP_01_OPERATIONAL_INFORMATION_FLOW_AUDIT.md","OP_01_OPERATIONAL_INFORMATION_FLOW_AUDIT.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/operational/OP_00_OPERATIONAL_SCOPE_BOUNDARY_AUDIT.md; docs/research/DISCOVERY_CATALOG.md; docs/architecture/CASE01_GLOBAL_ARCHITECTURE_AUDIT.md; docs/architecture/INTEGRATION_AUDIT_REPORT.md; docs/architecture/EXECUTIVE_INTELLIGENCE_ARCHITECTURE.md; docs/domain/GP_D04C_PROJECT_DOSSIER_CONTENT_AUDIT.md; e mais 2 referencias no proprio arquivo.","BAIXO PARA O FRAMEWORK: perda de contexto ocorreria apenas se o artefato da instancia fosse migrado isoladamente.","P3","Titulo/conteudo: 'OP-01 - Auditoria Do Fluxo Operacional Interno Da Informacao'; referencias verificadas: ICFACTORY=3, PROTEUS/CASE-01=13. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\operational\OP_02_INFORMATION_UNIT_AUDIT.md","OP_02_INFORMATION_UNIT_AUDIT.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/operational/OP_00_OPERATIONAL_SCOPE_BOUNDARY_AUDIT.md; docs/operational/OP_01_OPERATIONAL_INFORMATION_FLOW_AUDIT.md; docs/research/DISCOVERY_CATALOG.md; docs/domain/GP_D01A_MONITORING_PROJECT_DOMAIN_AUDIT.md; docs/domain/GP_D01C_PERSISTENCE_STRATEGY_AUDIT.md; docs/domain/GP_D10A_PROJECT_INSTANCE_AUDIT.md; e mais 3 referencias no proprio arquivo.","BAIXO PARA O FRAMEWORK: perda de contexto ocorreria apenas se o artefato da instancia fosse migrado isoladamente.","P3","Titulo/conteudo: 'OP-02 - Auditoria Da Unidade Fundamental De Informacao'; referencias verificadas: ICFACTORY=3, PROTEUS/CASE-01=11. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\operational\OP_03_INFORMATION_RECORD_TYPES_AUDIT.md","OP_03_INFORMATION_RECORD_TYPES_AUDIT.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/operational/OP_00_OPERATIONAL_SCOPE_BOUNDARY_AUDIT.md; docs/operational/OP_01_OPERATIONAL_INFORMATION_FLOW_AUDIT.md; docs/operational/OP_02_INFORMATION_UNIT_AUDIT.md; docs/research/DISCOVERY_CATALOG.md; docs/domain/GP_D01A_MONITORING_PROJECT_DOMAIN_AUDIT.md; docs/domain/GP_D01C_PERSISTENCE_STRATEGY_AUDIT.md; e mais 4 referencias no proprio arquivo.","BAIXO PARA O FRAMEWORK: perda de contexto ocorreria apenas se o artefato da instancia fosse migrado isoladamente.","P3","Titulo/conteudo: 'OP-03 - Auditoria Dos Tipos De Registros Informacionais'; referencias verificadas: ICFACTORY=3, PROTEUS/CASE-01=9. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\pac\PAC_01_ENGINEERING_FINDINGS.md","PAC_01_ENGINEERING_FINDINGS.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/pac/PAC_01_ENGINEERING_FINDINGS.md","ALTO: arquivo fora do HEAD; preservar hash, contexto e cadeia de autoridade antes de qualquer copia.","P3","Titulo/conteudo: 'PAC-01 - Achados Governados de Engenharia Ambiental'; referencias verificadas: ICFACTORY=7, PROTEUS/CASE-01=11. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\pac\PAC_02_ENGINEERING_SANITARY_FINDINGS.md","PAC_02_ENGINEERING_SANITARY_FINDINGS.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/pac/PAC_02_ENGINEERING_SANITARY_FINDINGS.md","ALTO: arquivo fora do HEAD; preservar hash, contexto e cadeia de autoridade antes de qualquer copia.","P3","Titulo/conteudo: 'PAC-02 - Achados Governados de Engenharia Sanitaria'; referencias verificadas: ICFACTORY=4, PROTEUS/CASE-01=18. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\pac\PAC_03_SOFTWARE_ARCHITECTURE_FINDINGS.md","PAC_03_SOFTWARE_ARCHITECTURE_FINDINGS.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/pac/PAC_03_SOFTWARE_ARCHITECTURE_FINDINGS.md","ALTO: arquivo fora do HEAD; preservar hash, contexto e cadeia de autoridade antes de qualquer copia.","P3","Titulo/conteudo: 'PAC-03 - Achados Governados de Arquitetura de Software'; referencias verificadas: ICFACTORY=4, PROTEUS/CASE-01=8. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\pac\PAC_04_SOFTWARE_ENGINEERING_FINDINGS.md","PAC_04_SOFTWARE_ENGINEERING_FINDINGS.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/pac/PAC_04_SOFTWARE_ENGINEERING_FINDINGS.md","ALTO: arquivo fora do HEAD; preservar hash, contexto e cadeia de autoridade antes de qualquer copia.","P3","Titulo/conteudo: 'PAC-04 - Achados Governados de Engenharia de Software'; referencias verificadas: ICFACTORY=4, PROTEUS/CASE-01=6. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\pac\PAC_05_INFORMATION_SECURITY_FINDINGS.md","PAC_05_INFORMATION_SECURITY_FINDINGS.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/pac/PAC_05_INFORMATION_SECURITY_FINDINGS.md","ALTO: arquivo fora do HEAD; preservar hash, contexto e cadeia de autoridade antes de qualquer copia.","P3","Titulo/conteudo: 'PAC-05 - Achados Governados de Seguranca da Informacao'; referencias verificadas: ICFACTORY=4, PROTEUS/CASE-01=8. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\pac\PAC_06_DATABASE_PERSISTENCE_FINDINGS.md","PAC_06_DATABASE_PERSISTENCE_FINDINGS.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/pac/PAC_06_DATABASE_PERSISTENCE_FINDINGS.md","ALTO: arquivo fora do HEAD; preservar hash, contexto e cadeia de autoridade antes de qualquer copia.","P3","Titulo/conteudo: 'PAC-06 - Achados Governados de Banco de Dados e Persistencia'; referencias verificadas: ICFACTORY=4, PROTEUS/CASE-01=6. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\pac\PAC_07_UX_UI_FINDINGS.md","PAC_07_UX_UI_FINDINGS.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/pac/PAC_07_UX_UI_FINDINGS.md","ALTO: arquivo fora do HEAD; preservar hash, contexto e cadeia de autoridade antes de qualquer copia.","P3","Titulo/conteudo: 'PAC-07 - Achados Governados de UX/UI'; referencias verificadas: ICFACTORY=4, PROTEUS/CASE-01=5. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\pac\PAC_08_PRODUCT_MANAGEMENT_FINDINGS.md","PAC_08_PRODUCT_MANAGEMENT_FINDINGS.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/pac/PAC_08_PRODUCT_MANAGEMENT_FINDINGS.md","ALTO: arquivo fora do HEAD; preservar hash, contexto e cadeia de autoridade antes de qualquer copia.","P3","Titulo/conteudo: 'PAC-08 - Achados Governados de Gestao de Produto'; referencias verificadas: ICFACTORY=4, PROTEUS/CASE-01=14. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\pac\PAC_09_ACADEMIC_EVALUATION_FINDINGS.md","PAC_09_ACADEMIC_EVALUATION_FINDINGS.md","INSTÂNCIA","SEM MIGRACAO: permanecer no repositorio PROTEUS","NO","docs/pac/PAC_09_ACADEMIC_EVALUATION_FINDINGS.md","ALTO: arquivo fora do HEAD; preservar hash, contexto e cadeia de autoridade antes de qualquer copia.","P3","Titulo/conteudo: 'PAC-09 - Achados Governados de Avaliacao Academica'; referencias verificadas: ICFACTORY=4, PROTEUS/CASE-01=15. O titulo, o dominio, as dependencias ou a finalidade descrevem arquitetura, operacao, comunicacao, avaliacao ou estado do PROTEUS."
